key,status,severity,repair_bucket,real_divergence,suspicious_perfect_match,findings,raw_changed_ratio,mean_abs_diff,ssim,odiff_pct,max_bbox_delta_px,largest_region_ratio,canonical_file,actual_file,panel_path
suite:onboarding@dark,PASS,none,NONE,False,False,,0.0955,0.02664,0.51059,2.81,16,0.004942,qa\_mockup_canonical\suite-onboarding-dark-520x600.png,qa\_captures_v8\suite-onboarding-dark-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113720\suite_onboarding_dark\layered\panels\suite_onboarding_dark.png
