key,line,checked,open,exit_code,result,report_dir,stdout,stderr,sidecar_exists
suite:registro-step1-emotion-otro@light,564,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion-otro_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion-otro_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion-otro_light\stderr.log,True
suite:registro-step1-emotion-otro@dark,566,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion-otro_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion-otro_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion-otro_dark\stderr.log,True
suite:registro-step1-emotion@dark,568,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion_dark\stderr.log,True
suite:registro-step1-emotion@light,570,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step1-emotion_light\stderr.log,True
suite:registro-step3-filled@dark,572,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step3-filled_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step3-filled_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-step3-filled_dark\stderr.log,True
suite:registro@dark,574,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro_dark\stderr.log,True
suite:registro-success@dark,576,True,False,0,PASS_CURRENT,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-success_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-success_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-success_dark\stderr.log,True
suite:registro-success@light,578,True,False,0,PASS_CURRENT,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-success_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-success_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_registro-success_light\stderr.log,True
suite:dbt-practice-stop@light,583,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-practice-stop_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-practice-stop_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-practice-stop_light\stderr.log,True
suite:dbt-practice-stop@dark,585,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-practice-stop_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-practice-stop_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-practice-stop_dark\stderr.log,True
suite:dbt-library@dark,587,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-library_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-library_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-library_dark\stderr.log,True
suite:dbt-library@light,589,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-library_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-library_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-library_light\stderr.log,True
suite:dbt-now@dark,591,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-now_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-now_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-now_dark\stderr.log,True
suite:dbt-now@light,593,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-now_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-now_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\suite_dbt-now_light\stderr.log,True
hub:detalle-plan-timer@dark,598,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-timer_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-timer_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-timer_dark\stderr.log,True
hub:detalle-plan-rutina@dark,600,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-rutina_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-rutina_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-rutina_dark\stderr.log,True
hub:detalle-plan-timer@light,602,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-timer_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-timer_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-timer_light\stderr.log,True
hub:detalle-plan-rutina@light,604,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-rutina_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-rutina_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle-plan-rutina_light\stderr.log,True
hub:detalle@dark,606,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle_dark\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle_dark\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle_dark\stderr.log,True
hub:detalle@light,608,True,False,1,FALSE_PASS_OR_STILL_FAIL,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle_light\layered,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113201\hub_detalle_light\stderr.log,True
