app,view,theme,resolution,status,ssim,ssim_method,mean_abs_diff,max_abs_diff,changed_pixel_ratio,size_mismatch,acceptance_failures,capture_status,capture_technical_valid,capture_state_valid,capture_evidence_flags,target_file,actual_file,diff_file
hub,detalle-resumen-ia-0,dark,560x220,FAIL,,,,,,,odiff_diff_pct>8,,,,,C:\Users\nosom\Desktop\nm_suite\qa\_mockup_canonical\hub-detalle-resumen-ia-0-dark-560x220.png,C:\Users\nosom\Desktop\nm_suite\qa\_captures_v8\hub-detalle-resumen-ia-0-dark-560x220.png,C:\Users\nosom\Desktop\nm_suite\qa\_fidelity_diff\hub-detalle-resumen-ia-0-dark-560x220-odiff.png
hub,detalle-resumen-ia-0,light,560x220,FAIL,,,,,,,odiff_diff_pct>8,,,,,C:\Users\nosom\Desktop\nm_suite\qa\_mockup_canonical\hub-detalle-resumen-ia-0-light-560x220.png,C:\Users\nosom\Desktop\nm_suite\qa\_captures_v8\hub-detalle-resumen-ia-0-light-560x220.png,C:\Users\nosom\Desktop\nm_suite\qa\_fidelity_diff\hub-detalle-resumen-ia-0-light-560x220-odiff.png
