key,status,severity,repair_bucket,real_divergence,suspicious_perfect_match,findings,raw_changed_ratio,mean_abs_diff,ssim,odiff_pct,max_bbox_delta_px,largest_region_ratio,canonical_file,actual_file,panel_path
suite:avisos-filter-activos@dark,FAIL,medium,STATE_RECIPE_OR_PRODUCT_FIX,True,False,"raw_pixel_delta,layout_drift,state_or_recipe_suspect,qa_missed_raw_or_layout",0.13386,0.02593,0.17987,1.89,217,0.019783,qa\_mockup_canonical\suite-avisos-filter-activos-dark-960x600.png,qa\_captures_v8\suite-avisos-filter-activos-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113720\suite_avisos-filter-activos_dark\layered\panels\suite_avisos-filter-activos_dark.png
