app,view,theme,resolution,status,ssim,ssim_method,mean_abs_diff,max_abs_diff,changed_pixel_ratio,size_mismatch,acceptance_failures,capture_status,capture_technical_valid,capture_state_valid,capture_evidence_flags,target_file,actual_file,diff_file
suite,rutina-add-task,dark,960x600,FAIL,0.7482,skimage,0.04852,0.86275,0.16137,False,"ssim<0.92,mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-rutina-add-task-dark-960x600.png,qa\nm_capturas_actualizadas\suite-rutina-add-task-dark-960x600.png,
suite,rutina-add-task,light,960x600,FAIL,0.76875,skimage,0.07592,0.82353,0.61969,False,"ssim<0.92,mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-rutina-add-task-light-960x600.png,qa\nm_capturas_actualizadas\suite-rutina-add-task-light-960x600.png,
suite,rutina-all-completed,dark,960x600,FAIL,0.75339,skimage,0.04797,0.86275,0.13519,False,"ssim<0.92,mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-rutina-all-completed-dark-960x600.png,qa\nm_capturas_actualizadas\suite-rutina-all-completed-dark-960x600.png,
suite,rutina-all-completed,light,960x600,FAIL,0.77034,skimage,0.07812,0.82353,0.60829,False,"ssim<0.92,mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-rutina-all-completed-light-960x600.png,qa\nm_capturas_actualizadas\suite-rutina-all-completed-light-960x600.png,
suite,rutina-empty,dark,960x600,FAIL,0.90083,skimage,0.03997,0.83922,0.09375,False,"ssim<0.92,mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-rutina-empty-dark-960x600.png,qa\nm_capturas_actualizadas\suite-rutina-empty-dark-960x600.png,
suite,rutina-empty,light,960x600,FAIL,0.93416,skimage,0.08175,0.79216,0.91915,False,"mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-rutina-empty-light-960x600.png,qa\nm_capturas_actualizadas\suite-rutina-empty-light-960x600.png,
suite,timer,dark,960x600,FAIL,0.86435,skimage,0.02975,0.83137,0.10288,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-dark-960x600.png,qa\nm_capturas_actualizadas\suite-timer-dark-960x600.png,
suite,timer,light,960x600,FAIL,0.86464,skimage,0.03406,0.80392,0.16834,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-light-960x600.png,qa\nm_capturas_actualizadas\suite-timer-light-960x600.png,
suite,timer-empty,dark,960x600,FAIL,0.90475,skimage,0.02053,0.83137,0.07689,False,ssim<0.92,CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-empty-dark-960x600.png,qa\nm_capturas_actualizadas\suite-timer-empty-dark-960x600.png,
suite,timer-empty,light,960x600,FAIL,0.91078,skimage,0.02188,0.81176,0.12978,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-empty-light-960x600.png,qa\nm_capturas_actualizadas\suite-timer-empty-light-960x600.png,
suite,timer-paused,dark,960x600,FAIL,0.86952,skimage,0.02838,0.83137,0.09737,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-paused-dark-960x600.png,qa\nm_capturas_actualizadas\suite-timer-paused-dark-960x600.png,
suite,timer-paused,light,960x600,FAIL,0.87026,skimage,0.03258,0.80392,0.16287,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-paused-light-960x600.png,qa\nm_capturas_actualizadas\suite-timer-paused-light-960x600.png,
suite,timer-preset-45min,dark,960x600,FAIL,0.86139,skimage,0.03451,0.83137,0.11376,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-preset-45min-dark-960x600.png,qa\nm_capturas_actualizadas\suite-timer-preset-45min-dark-960x600.png,
suite,timer-preset-45min,light,960x600,FAIL,0.86183,skimage,0.04156,0.80392,0.17444,False,"ssim<0.92,mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-preset-45min-light-960x600.png,qa\nm_capturas_actualizadas\suite-timer-preset-45min-light-960x600.png,
suite,timer-preset-5min,dark,960x600,FAIL,0.86207,skimage,0.03372,0.83137,0.11161,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-preset-5min-dark-960x600.png,qa\nm_capturas_actualizadas\suite-timer-preset-5min-dark-960x600.png,
suite,timer-preset-5min,light,960x600,FAIL,0.86249,skimage,0.04008,0.80392,0.1734,False,"ssim<0.92,mad>0.035,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-preset-5min-light-960x600.png,qa\nm_capturas_actualizadas\suite-timer-preset-5min-light-960x600.png,
suite,timer-running,dark,960x600,FAIL,0.86524,skimage,0.02943,0.83137,0.10128,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-running-dark-960x600.png,qa\nm_capturas_actualizadas\suite-timer-running-dark-960x600.png,
suite,timer-running,light,960x600,FAIL,0.86569,skimage,0.03371,0.80392,0.16689,False,"ssim<0.92,changed>0.08",CAPTURED_VALID,True,True,,qa\_mockup_targets\suite-timer-running-light-960x600.png,qa\nm_capturas_actualizadas\suite-timer-running-light-960x600.png,
