key,verdict,codes,canonical_file,actual_file,parent_key,canonical_surface,actual_surface,canonical_resolution,actual_resolution,centered,bbox_size,backdrop_region,blur_dim_equivalence,parent_screen_dependency,metrics
suite:dbt-practice-stop@light,PASS,,suite-dbt-practice-stop-light-960x600.png,suite-dbt-practice-stop-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.12209, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [203, 140, 554, 365], ""backdrop_mean_abs_delta"": 3.0192, ""bbox_size_delta_px"": [2, 5], ""blur_ratio_delta"": 0.079842, ""canonical_blur_ratio"": 0.201932, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [202, 145, 556, 360], ""center_delta_px"": [0.0, 2.5], ""parent_mean_abs_delta"": 6.7468}"
