producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,dbt-now,DBT Ahora - entrada por necesidad,light,960x600,navigate:dbt > drain:8 > capture:dbt-now,suite-dbt-now-light-960x600.png,pendiente,pendiente,requiere inspeccion manual
