producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,rutina-all-completed,Rutina 100% completada,light,960x600,navigate:rutina > call:_rutina_complete_all > drain:8 > capture:rutina-all-completed,suite-rutina-all-completed-light-960x600.png,pendiente,pendiente,requiere inspeccion manual
