producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,dbt-library,DBT Biblioteca - catálogo de cuatro familias,light,960x600,navigate:dbt > call:_dbt_select_tab_library > drain:6 > capture:dbt-library,suite-dbt-library-light-960x600.png,pendiente,pendiente,requiere inspeccion manual
