producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,avisos-empty,Avisos empty state deterministico,light,960x600,navigate:avisos > call:_avisos_force_empty > drain:6 > capture:avisos-empty,suite-avisos-empty-light-960x600.png,pendiente,pendiente,requiere inspeccion manual
