producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,animo,Animo default,light,960x600,navigate:animo > drain:8 > capture:animo,suite-animo-light-960x600.png,pendiente,pendiente,requiere inspeccion manual
