app,view,theme,resolution,status,ssim,ssim_method,mean_abs_diff,max_abs_diff,changed_pixel_ratio,size_mismatch,acceptance_failures,capture_status,capture_technical_valid,capture_state_valid,capture_evidence_flags,target_file,actual_file,diff_file
hub,pacientes,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\hub-pacientes-dark-960x600.png,qa\_captures_compare_20260628\hub-pacientes-dark-960x600.png,qa\_fidelity_compare_20260628\hub-pacientes-dark-960x600-odiff.png
hub,pacientes,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\hub-pacientes-light-960x600.png,qa\_captures_compare_20260628\hub-pacientes-light-960x600.png,qa\_fidelity_compare_20260628\hub-pacientes-light-960x600-odiff.png
hub,pacientes-empty,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\hub-pacientes-empty-dark-960x600.png,qa\_captures_compare_20260628\hub-pacientes-empty-dark-960x600.png,qa\_fidelity_compare_20260628\hub-pacientes-empty-dark-960x600-odiff.png
hub,pacientes-empty,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\hub-pacientes-empty-light-960x600.png,qa\_captures_compare_20260628\hub-pacientes-empty-light-960x600.png,qa\_fidelity_compare_20260628\hub-pacientes-empty-light-960x600-odiff.png
hub,textos-globales,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\hub-textos-globales-dark-960x600.png,qa\_captures_compare_20260628\hub-textos-globales-dark-960x600.png,qa\_fidelity_compare_20260628\hub-textos-globales-dark-960x600-odiff.png
hub,textos-globales,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\hub-textos-globales-light-960x600.png,qa\_captures_compare_20260628\hub-textos-globales-light-960x600.png,qa\_fidelity_compare_20260628\hub-textos-globales-light-960x600-odiff.png
suite,actividades,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-dark-960x600.png,qa\_captures_compare_20260628\suite-actividades-dark-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-dark-960x600-odiff.png
suite,actividades,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-light-960x600.png,qa\_captures_compare_20260628\suite-actividades-light-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-light-960x600-odiff.png
suite,actividades-empty,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-empty-dark-960x600.png,qa\_captures_compare_20260628\suite-actividades-empty-dark-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-empty-dark-960x600-odiff.png
suite,actividades-empty,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-empty-light-960x600.png,qa\_captures_compare_20260628\suite-actividades-empty-light-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-empty-light-960x600-odiff.png
suite,actividades-filtered,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-filtered-dark-960x600.png,qa\_captures_compare_20260628\suite-actividades-filtered-dark-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-filtered-dark-960x600-odiff.png
suite,actividades-filtered,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-filtered-light-960x600.png,qa\_captures_compare_20260628\suite-actividades-filtered-light-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-filtered-light-960x600-odiff.png
suite,actividades-marked-hice,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-marked-hice-dark-960x600.png,qa\_captures_compare_20260628\suite-actividades-marked-hice-dark-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-marked-hice-dark-960x600-odiff.png
suite,actividades-marked-hice,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-actividades-marked-hice-light-960x600.png,qa\_captures_compare_20260628\suite-actividades-marked-hice-light-960x600.png,qa\_fidelity_compare_20260628\suite-actividades-marked-hice-light-960x600-odiff.png
suite,animo,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-animo-dark-960x600.png,qa\_captures_compare_20260628\suite-animo-dark-960x600.png,qa\_fidelity_compare_20260628\suite-animo-dark-960x600-odiff.png
suite,animo,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-animo-light-960x600.png,qa\_captures_compare_20260628\suite-animo-light-960x600.png,qa\_fidelity_compare_20260628\suite-animo-light-960x600-odiff.png
suite,avisos,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-dark-960x600.png,qa\_captures_compare_20260628\suite-avisos-dark-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-dark-960x600-odiff.png
suite,avisos,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-light-960x600.png,qa\_captures_compare_20260628\suite-avisos-light-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-light-960x600-odiff.png
suite,avisos-empty,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-empty-dark-960x600.png,qa\_captures_compare_20260628\suite-avisos-empty-dark-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-empty-dark-960x600-odiff.png
suite,avisos-empty,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-empty-light-960x600.png,qa\_captures_compare_20260628\suite-avisos-empty-light-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-empty-light-960x600-odiff.png
suite,avisos-filter-activos,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-filter-activos-dark-960x600.png,qa\_captures_compare_20260628\suite-avisos-filter-activos-dark-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-filter-activos-dark-960x600-odiff.png
suite,avisos-filter-activos,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-filter-activos-light-960x600.png,qa\_captures_compare_20260628\suite-avisos-filter-activos-light-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-filter-activos-light-960x600-odiff.png
suite,avisos-search,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-search-dark-960x600.png,qa\_captures_compare_20260628\suite-avisos-search-dark-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-search-dark-960x600-odiff.png
suite,avisos-search,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-search-light-960x600.png,qa\_captures_compare_20260628\suite-avisos-search-light-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-search-light-960x600-odiff.png
suite,avisos-today,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-today-dark-960x600.png,qa\_captures_compare_20260628\suite-avisos-today-dark-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-today-dark-960x600-odiff.png
suite,avisos-today,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-avisos-today-light-960x600.png,qa\_captures_compare_20260628\suite-avisos-today-light-960x600.png,qa\_fidelity_compare_20260628\suite-avisos-today-light-960x600-odiff.png
suite,dbt-library,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-dbt-library-dark-960x600.png,qa\_captures_compare_20260628\suite-dbt-library-dark-960x600.png,qa\_fidelity_compare_20260628\suite-dbt-library-dark-960x600-odiff.png
suite,dbt-library,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-dbt-library-light-960x600.png,qa\_captures_compare_20260628\suite-dbt-library-light-960x600.png,qa\_fidelity_compare_20260628\suite-dbt-library-light-960x600-odiff.png
suite,dbt-now,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-dbt-now-dark-960x600.png,qa\_captures_compare_20260628\suite-dbt-now-dark-960x600.png,qa\_fidelity_compare_20260628\suite-dbt-now-dark-960x600-odiff.png
suite,dbt-now,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-dbt-now-light-960x600.png,qa\_captures_compare_20260628\suite-dbt-now-light-960x600.png,qa\_fidelity_compare_20260628\suite-dbt-now-light-960x600-odiff.png
suite,dbt-practice-stop,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-dbt-practice-stop-dark-960x600.png,qa\_captures_compare_20260628\suite-dbt-practice-stop-dark-960x600.png,qa\_fidelity_compare_20260628\suite-dbt-practice-stop-dark-960x600-odiff.png
suite,dbt-practice-stop,light,960x600,FAIL,,,,,,,odiff_diff_pct>8,,,,,qa\_mockup_canonical\suite-dbt-practice-stop-light-960x600.png,qa\_captures_compare_20260628\suite-dbt-practice-stop-light-960x600.png,qa\_fidelity_compare_20260628\suite-dbt-practice-stop-light-960x600-odiff.png
suite,home,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-home-dark-960x600.png,qa\_captures_compare_20260628\suite-home-dark-960x600.png,qa\_fidelity_compare_20260628\suite-home-dark-960x600-odiff.png
suite,home,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-home-light-960x600.png,qa\_captures_compare_20260628\suite-home-light-960x600.png,qa\_fidelity_compare_20260628\suite-home-light-960x600-odiff.png
suite,home-no-score,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-home-no-score-dark-960x600.png,qa\_captures_compare_20260628\suite-home-no-score-dark-960x600.png,qa\_fidelity_compare_20260628\suite-home-no-score-dark-960x600-odiff.png
suite,home-no-score,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-home-no-score-light-960x600.png,qa\_captures_compare_20260628\suite-home-no-score-light-960x600.png,qa\_fidelity_compare_20260628\suite-home-no-score-light-960x600-odiff.png
suite,onboarding,dark,520x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-onboarding-dark-520x600.png,qa\_captures_compare_20260628\suite-onboarding-dark-520x600.png,qa\_fidelity_compare_20260628\suite-onboarding-dark-520x600-odiff.png
suite,onboarding,light,520x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-onboarding-light-520x600.png,qa\_captures_compare_20260628\suite-onboarding-light-520x600.png,qa\_fidelity_compare_20260628\suite-onboarding-light-520x600-odiff.png
suite,onboarding-error,dark,520x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-onboarding-error-dark-520x600.png,qa\_captures_compare_20260628\suite-onboarding-error-dark-520x600.png,qa\_fidelity_compare_20260628\suite-onboarding-error-dark-520x600-odiff.png
suite,onboarding-error,light,520x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-onboarding-error-light-520x600.png,qa\_captures_compare_20260628\suite-onboarding-error-light-520x600.png,qa\_fidelity_compare_20260628\suite-onboarding-error-light-520x600-odiff.png
suite,recuperar-acceso,dark,520x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-recuperar-acceso-dark-520x600.png,qa\_captures_compare_20260628\suite-recuperar-acceso-dark-520x600.png,qa\_fidelity_compare_20260628\suite-recuperar-acceso-dark-520x600-odiff.png
suite,recuperar-acceso,light,520x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-recuperar-acceso-light-520x600.png,qa\_captures_compare_20260628\suite-recuperar-acceso-light-520x600.png,qa\_fidelity_compare_20260628\suite-recuperar-acceso-light-520x600-odiff.png
suite,registro,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-dark-960x600.png,qa\_captures_compare_20260628\suite-registro-dark-960x600.png,qa\_fidelity_compare_20260628\suite-registro-dark-960x600-odiff.png
suite,registro,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-light-960x600.png,qa\_captures_compare_20260628\suite-registro-light-960x600.png,qa\_fidelity_compare_20260628\suite-registro-light-960x600-odiff.png
suite,registro-step1-emotion,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step1-emotion-dark-960x600.png,qa\_captures_compare_20260628\suite-registro-step1-emotion-dark-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step1-emotion-dark-960x600-odiff.png
suite,registro-step1-emotion,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step1-emotion-light-960x600.png,qa\_captures_compare_20260628\suite-registro-step1-emotion-light-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step1-emotion-light-960x600-odiff.png
suite,registro-step1-emotion-otro,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step1-emotion-otro-dark-960x600.png,qa\_captures_compare_20260628\suite-registro-step1-emotion-otro-dark-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step1-emotion-otro-dark-960x600-odiff.png
suite,registro-step1-emotion-otro,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step1-emotion-otro-light-960x600.png,qa\_captures_compare_20260628\suite-registro-step1-emotion-otro-light-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step1-emotion-otro-light-960x600-odiff.png
suite,registro-step2-distortions,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step2-distortions-dark-960x600.png,qa\_captures_compare_20260628\suite-registro-step2-distortions-dark-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step2-distortions-dark-960x600-odiff.png
suite,registro-step2-distortions,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step2-distortions-light-960x600.png,qa\_captures_compare_20260628\suite-registro-step2-distortions-light-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step2-distortions-light-960x600-odiff.png
suite,registro-step3-filled,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step3-filled-dark-960x600.png,qa\_captures_compare_20260628\suite-registro-step3-filled-dark-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step3-filled-dark-960x600-odiff.png
suite,registro-step3-filled,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-step3-filled-light-960x600.png,qa\_captures_compare_20260628\suite-registro-step3-filled-light-960x600.png,qa\_fidelity_compare_20260628\suite-registro-step3-filled-light-960x600-odiff.png
suite,registro-success,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-success-dark-960x600.png,qa\_captures_compare_20260628\suite-registro-success-dark-960x600.png,qa\_fidelity_compare_20260628\suite-registro-success-dark-960x600-odiff.png
suite,registro-success,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-registro-success-light-960x600.png,qa\_captures_compare_20260628\suite-registro-success-light-960x600.png,qa\_fidelity_compare_20260628\suite-registro-success-light-960x600-odiff.png
suite,respiracion,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-respiracion-dark-960x600.png,qa\_captures_compare_20260628\suite-respiracion-dark-960x600.png,qa\_fidelity_compare_20260628\suite-respiracion-dark-960x600-odiff.png
suite,respiracion,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-respiracion-light-960x600.png,qa\_captures_compare_20260628\suite-respiracion-light-960x600.png,qa\_fidelity_compare_20260628\suite-respiracion-light-960x600-odiff.png
suite,respiracion-paused,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-respiracion-paused-dark-960x600.png,qa\_captures_compare_20260628\suite-respiracion-paused-dark-960x600.png,qa\_fidelity_compare_20260628\suite-respiracion-paused-dark-960x600-odiff.png
suite,respiracion-paused,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-respiracion-paused-light-960x600.png,qa\_captures_compare_20260628\suite-respiracion-paused-light-960x600.png,qa\_fidelity_compare_20260628\suite-respiracion-paused-light-960x600-odiff.png
suite,respiracion-running,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-respiracion-running-dark-960x600.png,qa\_captures_compare_20260628\suite-respiracion-running-dark-960x600.png,qa\_fidelity_compare_20260628\suite-respiracion-running-dark-960x600-odiff.png
suite,respiracion-running,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-respiracion-running-light-960x600.png,qa\_captures_compare_20260628\suite-respiracion-running-light-960x600.png,qa\_fidelity_compare_20260628\suite-respiracion-running-light-960x600-odiff.png
suite,rutina,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-dark-960x600.png,qa\_captures_compare_20260628\suite-rutina-dark-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-dark-960x600-odiff.png
suite,rutina,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-light-960x600.png,qa\_captures_compare_20260628\suite-rutina-light-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-light-960x600-odiff.png
suite,rutina-add-task,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-add-task-dark-960x600.png,qa\_captures_compare_20260628\suite-rutina-add-task-dark-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-add-task-dark-960x600-odiff.png
suite,rutina-add-task,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-add-task-light-960x600.png,qa\_captures_compare_20260628\suite-rutina-add-task-light-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-add-task-light-960x600-odiff.png
suite,rutina-all-completed,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-all-completed-dark-960x600.png,qa\_captures_compare_20260628\suite-rutina-all-completed-dark-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-all-completed-dark-960x600-odiff.png
suite,rutina-all-completed,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-all-completed-light-960x600.png,qa\_captures_compare_20260628\suite-rutina-all-completed-light-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-all-completed-light-960x600-odiff.png
suite,rutina-empty,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-empty-dark-960x600.png,qa\_captures_compare_20260628\suite-rutina-empty-dark-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-empty-dark-960x600-odiff.png
suite,rutina-empty,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-rutina-empty-light-960x600.png,qa\_captures_compare_20260628\suite-rutina-empty-light-960x600.png,qa\_fidelity_compare_20260628\suite-rutina-empty-light-960x600-odiff.png
suite,timer,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-dark-960x600.png,qa\_captures_compare_20260628\suite-timer-dark-960x600.png,qa\_fidelity_compare_20260628\suite-timer-dark-960x600-odiff.png
suite,timer,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-light-960x600.png,qa\_captures_compare_20260628\suite-timer-light-960x600.png,qa\_fidelity_compare_20260628\suite-timer-light-960x600-odiff.png
suite,timer-empty,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-empty-dark-960x600.png,qa\_captures_compare_20260628\suite-timer-empty-dark-960x600.png,qa\_fidelity_compare_20260628\suite-timer-empty-dark-960x600-odiff.png
suite,timer-empty,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-empty-light-960x600.png,qa\_captures_compare_20260628\suite-timer-empty-light-960x600.png,qa\_fidelity_compare_20260628\suite-timer-empty-light-960x600-odiff.png
suite,timer-paused,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-paused-dark-960x600.png,qa\_captures_compare_20260628\suite-timer-paused-dark-960x600.png,qa\_fidelity_compare_20260628\suite-timer-paused-dark-960x600-odiff.png
suite,timer-paused,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-paused-light-960x600.png,qa\_captures_compare_20260628\suite-timer-paused-light-960x600.png,qa\_fidelity_compare_20260628\suite-timer-paused-light-960x600-odiff.png
suite,timer-running,dark,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-running-dark-960x600.png,qa\_captures_compare_20260628\suite-timer-running-dark-960x600.png,qa\_fidelity_compare_20260628\suite-timer-running-dark-960x600-odiff.png
suite,timer-running,light,960x600,PASS,,,,,,,,,,,,qa\_mockup_canonical\suite-timer-running-light-960x600.png,qa\_captures_compare_20260628\suite-timer-running-light-960x600.png,qa\_fidelity_compare_20260628\suite-timer-running-light-960x600-odiff.png
