key,verdict,codes,canonical_file,actual_file,back_screen_key,canonical_surface,actual_surface,canonical_resolution,actual_resolution,centered,bbox_size,backdrop_region,blur_dim_equivalence,back_screen_dependency,metrics
suite:dbt-practice-wise-mind@light,FAIL,BACKDROP_CAPTURE_MISSING,suite-dbt-practice-wise-mind-light-960x600.png,suite-dbt-practice-wise-mind-light-960x600.png,suite:dbt-library@light,window_modal,,960x600,960x600,not_observable_modal_crop,PASS,not_observable_modal_crop,not_observable_modal_crop,PASS,"{""actual_image_size"": ""960x600"", ""back_screen_mean_abs_delta"": 11.6437, ""canonical_image_size"": ""960x600""}"
