key,verdict,codes,canonical_file,actual_file,back_screen_key,canonical_surface,actual_surface,canonical_resolution,actual_resolution,centered,bbox_size,backdrop_region,blur_dim_equivalence,back_screen_dependency,metrics
hub:detalle-resumen-ia-0@light,PASS,,hub-detalle-resumen-ia-0-light-960x600.png,hub-detalle-resumen-ia-0-light-960x600.png,hub:detalle@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.105008, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [120, 70, 720, 461], ""back_screen_mean_abs_delta"": 7.9933, ""backdrop_mean_abs_delta"": 6.8823, ""bbox_size_delta_px"": [0, 1], ""blur_ratio_delta"": 0.085129, ""canonical_blur_ratio"": 0.190137, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [120, 69, 720, 462], ""center_delta_px"": [0.0, 0.5]}"
