producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,registro-step1-emotion-otro,TCC paso 1 - Emocion Otro seleccionado,light,960x600,navigate:registro > call:_tcc_prepare_step > drain:4 > call:_tcc_pick_otro > drain:4 > capture:registro-step1-emotion-otro,suite-registro-step1-emotion-otro-light-960x600.png,pendiente,pendiente,requiere inspeccion manual
