key,status,severity,repair_bucket,real_divergence,suspicious_perfect_match,findings,raw_changed_ratio,mean_abs_diff,ssim,odiff_pct,max_bbox_delta_px,largest_region_ratio,canonical_file,actual_file,panel_path
suite:actividades-empty@light,FAIL,medium,LAYOUT_FIX,True,False,"layout_drift,qa_missed_raw_or_layout",0.03038,0.01537,0.46944,0.94,332,0.00745,qa\_mockup_canonical\suite-actividades-empty-light-960x600.png,qa\_captures_v8\suite-actividades-empty-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\handoff_false_pass_audit\20260630_113720\suite_actividades-empty_light\layered\panels\suite_actividades-empty_light.png
