key,exit_code,result,cause,stdout,stderr,report_dir
hub:detalle-plan-activacion@light,0,PASS,OK,C:\Users\nosom\Desktop\nm_suite\reports\qa\suspicious_closure_audit\20260630_133605\hub_detalle-plan-activacion_light\stdout.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\suspicious_closure_audit\20260630_133605\hub_detalle-plan-activacion_light\stderr.log,C:\Users\nosom\Desktop\nm_suite\reports\qa\suspicious_closure_audit\20260630_133605\hub_detalle-plan-activacion_light\layered
