producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
hub,pacientes-empty,Pacientes empty state,light,960x600,navigate:pacientes > call:_clear_hub_patients > navigate:pacientes > drain:8 > capture:pacientes-empty,hub-pacientes-empty-light-960x600.png,pendiente,parcial,"flags=REQUIRES_DATA_STATE ; notes=Empty patients view depends on real data absence, not only QA in-memory clearing."
