key,status,severity,repair_bucket,real_divergence,suspicious_perfect_match,findings,raw_changed_ratio,mean_abs_diff,ssim,odiff_pct,max_bbox_delta_px,largest_region_ratio,canonical_file,actual_file,panel_path
hub:detalle-plan-rutina@dark,FAIL,medium,VISUAL_STYLE_REVIEW,True,False,"raw_pixel_delta,qa_missed_raw_or_layout",0.10458,0.03797,0.50581,4.23,16,0.023797,qa\_mockup_canonical\hub-detalle-plan-rutina-dark-960x600.png,qa\_captures_v8\hub-detalle-plan-rutina-dark-960x600.png,reports\qa\codex_audit_detalle_plan_rutina_dark_fix1\panels\hub_detalle-plan-rutina_dark.png
