producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,actividades-marked-hice,Actividades + marcada Hecho,light,960x600,navigate:actividades > click > drain:8 > capture:actividades-marked-hice,suite-actividades-marked-hice-light-960x600.png,pendiente,pendiente,requiere inspeccion manual
