file,key,view,theme,surface,resolution,modified_file_name,modified_resolution,status,delta_class,expected_delta_allowed,expected_delta_reason,allowlist_old_resolution,allowlist_new_resolution,baseline_mode,escalated,baseline_pair_count,mod_pair_count,text_eol_only_delta,text_normalized_delta,baseline_mean,baseline_max,mod_mean,mod_max,mean_limit,max_limit,baseline_changed_pixel_ratio,mod_changed_pixel_ratio,contract_note,failure_reason,original_a_file,original_b_file,modified_file
suite-dbt-practice-radical-acceptance-dark-960x600.png,suite:dbt-practice-radical-acceptance@dark,dbt-practice-radical-acceptance,dark,window_modal,960x600,suite-dbt-practice-radical-acceptance-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.163821,20.0,3.3e-05,1.0,5.0,50.0,0.135227,9.7e-05,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-radical-acceptance-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-radical-acceptance-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-radical-acceptance-dark-960x600.png
suite-dbt-practice-check-facts-light-960x600.png,suite:dbt-practice-check-facts@light,dbt-practice-check-facts,light,window_modal,960x600,suite-dbt-practice-check-facts-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.000762,4.0,0.141742,22.0,5.0,50.0,0.001212,0.084856,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-check-facts-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-check-facts-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-check-facts-light-960x600.png
suite-dbt-practice-check-facts-dark-960x600.png,suite:dbt-practice-check-facts@dark,dbt-practice-check-facts,dark,window_modal,960x600,suite-dbt-practice-check-facts-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,8e-05,1.0,0.000104,1.0,5.0,50.0,0.000236,0.000304,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-check-facts-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-check-facts-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-check-facts-dark-960x600.png
suite-dbt-practice-opposite-action-light-960x600.png,suite:dbt-practice-opposite-action@light,dbt-practice-opposite-action,light,window_modal,960x600,suite-dbt-practice-opposite-action-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.001129,10.0,0.017488,10.0,5.0,50.0,0.001477,0.006144,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-opposite-action-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-opposite-action-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-opposite-action-light-960x600.png
suite-dbt-practice-opposite-action-dark-960x600.png,suite:dbt-practice-opposite-action@dark,dbt-practice-opposite-action,dark,window_modal,960x600,suite-dbt-practice-opposite-action-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.000205,9.0,0.172852,22.0,5.0,50.0,0.000387,0.136844,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-opposite-action-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-opposite-action-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-opposite-action-dark-960x600.png
suite-dbt-practice-problem-solving-light-960x600.png,suite:dbt-practice-problem-solving@light,dbt-practice-problem-solving,light,window_modal,960x600,suite-dbt-practice-problem-solving-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.143872,22.0,0.143841,22.0,5.0,50.0,0.085092,0.084993,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-problem-solving-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-problem-solving-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-problem-solving-light-960x600.png
suite-dbt-practice-problem-solving-dark-960x600.png,suite:dbt-practice-problem-solving@dark,dbt-practice-problem-solving,dark,window_modal,960x600,suite-dbt-practice-problem-solving-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,8.3e-05,1.0,8.9e-05,1.0,5.0,50.0,0.000241,0.00026,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-problem-solving-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-problem-solving-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-problem-solving-dark-960x600.png
suite-dbt-practice-please-light-960x600.png,suite:dbt-practice-please@light,dbt-practice-please,light,window_modal,960x600,suite-dbt-practice-please-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.16591,22.0,0.165976,22.0,5.0,50.0,0.087814,0.088012,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-please-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-please-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-please-light-960x600.png
suite-dbt-practice-please-dark-960x600.png,suite:dbt-practice-please@dark,dbt-practice-please,dark,window_modal,960x600,suite-dbt-practice-please-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.008068,9.0,0.172065,20.0,5.0,50.0,0.005134,0.13655,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-please-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-please-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-please-dark-960x600.png
suite-dbt-practice-dear-man-light-960x600.png,suite:dbt-practice-dear-man@light,dbt-practice-dear-man,light,window_modal,960x600,suite-dbt-practice-dear-man-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.160526,21.0,0.160556,21.0,5.0,50.0,0.087342,0.08745,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-dear-man-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-dear-man-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-dear-man-light-960x600.png
suite-dbt-practice-dear-man-dark-960x600.png,suite:dbt-practice-dear-man@dark,dbt-practice-dear-man,dark,window_modal,960x600,suite-dbt-practice-dear-man-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.158763,20.0,8.9e-05,1.0,5.0,50.0,0.13403,0.000264,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-dear-man-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-dear-man-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-dear-man-dark-960x600.png
suite-dbt-practice-give-light-960x600.png,suite:dbt-practice-give@light,dbt-practice-give,light,window_modal,960x600,suite-dbt-practice-give-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,2.310905,204.0,2.310926,204.0,5.0,316.0,0.173007,0.173115,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-give-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-give-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-give-light-960x600.png
suite-dbt-practice-give-dark-960x600.png,suite:dbt-practice-give@dark,dbt-practice-give,dark,window_modal,960x600,suite-dbt-practice-give-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.156233,20.0,0.0076,9.0,5.0,50.0,0.133835,0.004833,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-give-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-give-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-give-dark-960x600.png
suite-dbt-practice-fast-light-960x600.png,suite:dbt-practice-fast@light,dbt-practice-fast,light,window_modal,960x600,suite-dbt-practice-fast-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.131914,22.0,0.002667,10.0,5.0,50.0,0.083038,0.003431,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-fast-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-fast-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-fast-light-960x600.png
suite-dbt-practice-fast-dark-960x600.png,suite:dbt-practice-fast@dark,dbt-practice-fast,dark,window_modal,960x600,suite-dbt-practice-fast-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.001796,9.0,0.000393,9.0,5.0,50.0,0.002908,0.000538,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-fast-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-fast-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-fast-dark-960x600.png
suite-dbt-practice-validation-limits-light-960x600.png,suite:dbt-practice-validation-limits@light,dbt-practice-validation-limits,light,window_modal,960x600,suite-dbt-practice-validation-limits-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.165501,21.0,0.000134,1.0,5.0,50.0,0.087983,0.000392,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-validation-limits-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-validation-limits-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-validation-limits-light-960x600.png
suite-dbt-practice-validation-limits-dark-960x600.png,suite:dbt-practice-validation-limits@dark,dbt-practice-validation-limits,dark,window_modal,960x600,suite-dbt-practice-validation-limits-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.008302,9.0,0.000231,9.0,5.0,50.0,0.005854,0.000366,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-dbt-practice-validation-limits-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-dbt-practice-validation-limits-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-dbt-practice-validation-limits-dark-960x600.png
suite-onboarding-light-520x600.png,suite:onboarding@light,onboarding,light,narrow,520x600,suite-onboarding-light-520x600.png,520x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,1.5e-05,1.0,0.000146,13.0,5.0,50.0,2.9e-05,5.1e-05,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-onboarding-light-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-onboarding-light-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-onboarding-light-520x600.png
suite-onboarding-dark-520x600.png,suite:onboarding@dark,onboarding,dark,narrow,520x600,suite-onboarding-dark-520x600.png,520x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,2.5e-05,4.0,0.0,0.0,5.0,50.0,2.9e-05,0.0,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-onboarding-dark-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-onboarding-dark-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-onboarding-dark-520x600.png
suite-onboarding-error-light-520x600.png,suite:onboarding-error@light,onboarding-error,light,narrow,520x600,suite-onboarding-error-light-520x600.png,520x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,1.6e-05,2.0,0.0,0.0,5.0,50.0,1.9e-05,0.0,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-onboarding-error-light-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-onboarding-error-light-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-onboarding-error-light-520x600.png
suite-onboarding-error-dark-520x600.png,suite:onboarding-error@dark,onboarding-error,dark,narrow,520x600,suite-onboarding-error-dark-520x600.png,520x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.000174,18.0,0.000174,18.0,5.0,50.0,5.1e-05,5.1e-05,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-onboarding-error-dark-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-onboarding-error-dark-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-onboarding-error-dark-520x600.png
suite-recuperar-acceso-light-520x600.png,suite:recuperar-acceso@light,recuperar-acceso,light,narrow,520x600,suite-recuperar-acceso-light-520x600.png,520x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,1.8e-05,2.0,5.0,50.0,0.0,2.2e-05,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-recuperar-acceso-light-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-recuperar-acceso-light-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-recuperar-acceso-light-520x600.png
suite-recuperar-acceso-dark-520x600.png,suite:recuperar-acceso@dark,recuperar-acceso,dark,narrow,520x600,suite-recuperar-acceso-dark-520x600.png,520x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,5.4e-05,4.0,1.7e-05,4.0,5.0,50.0,7.7e-05,2.2e-05,,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_A\suite-recuperar-acceso-dark-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\original_B\suite-recuperar-acceso-dark-520x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline\20260702_023709\renders\modified\suite-recuperar-acceso-dark-520x600.png
