producto,vista,estado,tema,resolucion,receta,captura,inspeccion_manual,resultado,deuda_pendiente
suite,recuperar-acceso,Recuperar acceso - email requerido,light,960x600,call:_build_onboarding > call:_onboarding_recovery_prompt > drain:6 > capture:recuperar-acceso,suite-recuperar-acceso-light-520x600.png,pendiente,pendiente,"notes=Natural dialog capture accepted as technical evidence; inspect for complete content, clipping, overlap, and accessible controls."
